transaction_id,customer_id,source_system,metric_name,metric_value,transaction_date,record_status
T011210,C7237,Billing,Tickets,4.0,2025-07-01,valid
T011211,C6481,Billing,Tickets,5.0,2025-10-11,duplicate
T011212,C5399,CRM,Tickets,4.0,2025-03-20,valid
T011213,C5682,CRM,Revenue,5386.03,2025-06-10,valid
T011214,C6463,CRM,Revenue,17694.95,2025-05-08,valid
T011215,C4682,CRM,Orders,8.0,2025-02-28,valid
T011216,C2951,App,Tickets,5.0,2026-02-05,valid
T011217,C2452,App,Orders,7.0,2025-12-12,valid
T011218,C3762,App,Revenue,10925.68,2025-08-03,valid
T011219,C7283,CRM,Tickets,3.0,2026-01-31,valid
T011220,C4758,Billing,Tickets,3.0,2025-06-28,valid
T011221,C9214,App,Orders,1.0,2025-03-17,valid
T011222,C5937,CRM,Orders,1.0,2025-09-28,valid
T011223,C3140,App,Revenue,15639.75,2025-05-29,valid
T011224,C3345,CRM,Revenue,8807.04,2025-07-05,valid
T011225,C9110,CRM,Revenue,17903.98,2025-12-24,valid
T011226,C1554,App,Tickets,1.0,2025-08-17,valid
T011227,C6406,CRM,Orders,6.0,2025-07-17,valid
T011228,C8739,App,Revenue,3398.71,2025-08-06,valid
T011229,C2178,CRM,Revenue,1381.67,2025-11-15,valid
T011230,C4176,Billing,Tickets,5.0,2025-08-21,valid
T011231,C5513,Billing,Tickets,1.0,2026-02-01,valid
T011232,C7783,Billing,Revenue,5917.01,2025-09-25,valid
T011233,C7956,App,Revenue,13856.77,2025-04-14,valid
T011234,C2683,CRM,Revenue,10180.86,2025-03-04,valid
T011235,C6846,CRM,Orders,10.0,2026-01-22,valid
T011236,C5379,App,Revenue,1762.55,2025-11-28,valid
T011237,C8592,Billing,Tickets,5.0,2025-03-22,valid
T011238,C5111,App,Orders,6.0,2025-02-17,valid
T011239,C1222,CRM,Revenue,1577.37,2025-06-14,valid
T011240,C4572,Billing,Orders,4.0,2025-08-22,valid
T011241,C6627,Billing,Orders,1.0,2025-09-29,valid
T011242,C3208,App,Tickets,2.0,2025-11-26,valid
T011243,C4902,App,Tickets,5.0,2025-09-13,valid
T011244,C7644,App,Orders,10.0,2026-02-02,valid
T011245,C9826,CRM,Revenue,6375.18,2025-06-19,valid
T011246,C4509,Billing,Tickets,3.0,2025-05-22,valid
T011247,C7696,CRM,Tickets,,2025-06-15,missing
T011248,C3245,Billing,Revenue,13006.01,2025-07-12,valid
T011249,C5039,CRM,Orders,1.0,2025-02-13,valid
T011250,C7996,Billing,Revenue,2439.9,2025-09-08,valid
T011251,C1490,CRM,Orders,5.0,2025-08-09,valid
T011252,C9794,CRM,Orders,7.0,2025-07-26,valid
T011253,C5894,App,Orders,9.0,2026-01-31,valid
T011254,C8633,App,Tickets,2.0,2025-02-11,valid
T011255,C1314,Billing,Revenue,9378.96,2025-12-03,duplicate
T011256,C1375,Billing,Orders,1.0,2025-07-08,valid
T011257,C3349,CRM,Orders,3.0,2025-02-21,valid
T011258,C6483,App,Orders,9.0,2025-05-09,valid
T011259,C3960,App,Tickets,1.0,2026-01-19,duplicate
T011260,C1676,App,Orders,8.0,2025-02-25,valid
T011261,C8370,Billing,Tickets,4.0,2025-10-01,valid
T011262,C7546,CRM,Revenue,12324.36,2025-04-15,duplicate
T011263,C5164,App,Revenue,,2025-09-28,missing
T011264,C1389,Billing,Revenue,15153.02,2025-09-26,valid
T011265,C4038,CRM,Orders,6.0,2025-09-03,valid
T011266,C1213,Billing,Revenue,14223.84,2025-06-05,valid
T011267,C5238,CRM,Tickets,1.0,2025-12-29,valid
T011268,C6257,App,Tickets,3.0,2025-05-31,valid
T011269,C9506,CRM,Orders,2.0,2025-04-11,valid
T011270,C5064,Billing,Tickets,4.0,2025-07-09,valid
T011271,C1983,App,Tickets,5.0,2025-11-21,valid
T011272,C9370,CRM,Orders,1.0,2025-07-15,valid
T011273,C2768,App,Tickets,2.0,2025-11-10,valid
T011274,C1936,App,Revenue,16319.27,2025-09-15,valid
T011275,C3431,Billing,Tickets,5.0,2025-09-04,duplicate
T011276,C5637,Billing,Revenue,12531.69,2025-10-23,valid
T011277,C1315,App,Tickets,4.0,2026-01-13,valid
T011278,C6570,App,Orders,7.0,2025-08-21,valid
T011279,C9295,CRM,Orders,2.0,2025-10-11,valid
T011280,C1149,App,Revenue,3306.95,2025-04-13,valid
T011281,C9218,Billing,Orders,,2025-07-14,missing
T011282,C9687,App,Revenue,17145.86,2026-01-27,valid
T011283,C4888,CRM,Tickets,2.0,2025-10-14,valid
T011284,C6346,CRM,Tickets,1.0,2025-02-22,valid
T011285,C5334,CRM,Tickets,5.0,2025-06-11,valid
T011286,C3883,CRM,Revenue,19073.85,2025-11-13,valid
T011287,C4936,App,Tickets,1.0,2025-10-27,duplicate
T011288,C3961,App,Revenue,12297.6,2025-06-03,valid
T011289,C7268,App,Tickets,5.0,2025-10-08,valid
T011290,C6419,Billing,Revenue,9921.84,2025-06-09,valid
T011291,C7793,App,Revenue,,2025-11-08,missing
T011292,C3631,App,Tickets,5.0,2025-04-22,valid
T011293,C5912,Billing,Orders,6.0,2025-10-23,valid
T011294,C4127,App,Tickets,2.0,2025-12-15,valid
T011295,C2424,CRM,Revenue,11907.61,2025-03-08,valid
T011296,C9625,Billing,Tickets,2.0,2025-06-28,valid
T011297,C8329,App,Revenue,1279.21,2025-05-15,valid
T011298,C5390,Billing,Tickets,3.0,2026-01-27,valid
T011299,C1648,App,Revenue,8511.96,2025-12-31,valid
T011300,C2521,App,Tickets,,2025-09-10,missing
T011301,C8882,CRM,Orders,2.0,2025-03-08,duplicate
T011302,C2219,Billing,Tickets,,2025-07-13,missing
T011303,C8915,CRM,Revenue,14999.16,2025-11-22,valid
T011304,C1115,App,Tickets,2.0,2025-04-08,valid
T011305,C5324,CRM,Tickets,1.0,2025-05-15,valid
T011306,C8987,CRM,Orders,9.0,2025-02-07,valid
T011307,C7126,Billing,Orders,10.0,2026-02-06,valid
T011308,C3741,CRM,Tickets,2.0,2025-10-23,valid
T011309,C4987,CRM,Orders,4.0,2026-01-12,valid
T011310,C8972,Billing,Orders,,2025-12-27,missing
T011311,C3574,App,Orders,6.0,2025-08-13,valid
T011312,C8593,CRM,Revenue,9213.96,2025-07-14,valid
T011313,C8508,CRM,Revenue,12347.46,2026-01-02,valid
T011314,C7773,App,Revenue,3312.56,2025-12-08,valid
T011315,C7733,App,Tickets,2.0,2025-11-30,valid
T011316,C6948,CRM,Tickets,5.0,2025-09-22,valid
T011317,C7794,App,Revenue,15904.57,2025-09-20,valid
T011318,C4058,CRM,Tickets,3.0,2025-07-10,valid
T011319,C7477,Billing,Orders,2.0,2025-04-16,valid
T011320,C8092,CRM,Orders,4.0,2025-08-10,valid
T011321,C9303,Billing,Orders,8.0,2025-05-09,valid
T011322,C1746,Billing,Revenue,17059.15,2025-07-07,valid
T011323,C7454,CRM,Revenue,15146.62,2025-06-18,valid
T011324,C7900,App,Orders,3.0,2025-04-17,valid
T011325,C1571,Billing,Orders,,2025-08-01,missing
T011326,C3380,CRM,Orders,6.0,2025-04-04,valid
T011327,C7425,Billing,Tickets,1.0,2025-02-21,valid
T011328,C3706,CRM,Tickets,4.0,2025-04-11,valid
T011329,C5804,App,Tickets,,2025-09-21,missing
T011330,C6350,CRM,Tickets,4.0,2025-12-30,valid
T011331,C8509,Billing,Revenue,8961.06,2025-02-07,valid
T011332,C4468,CRM,Tickets,3.0,2025-03-27,valid
T011333,C2403,CRM,Tickets,2.0,2025-08-06,valid
T011334,C7420,Billing,Revenue,18285.18,2025-03-26,valid
T011335,C2653,Billing,Tickets,4.0,2026-02-06,valid
T011336,C3892,App,Tickets,2.0,2025-06-18,valid
T011337,C8481,App,Tickets,3.0,2025-05-07,valid
T011338,C2464,CRM,Tickets,2.0,2025-04-22,valid
T011339,C4738,App,Orders,8.0,2025-08-06,valid
T011340,C9061,App,Orders,1.0,2025-05-07,valid
T011341,C8655,CRM,Tickets,4.0,2025-03-06,valid
T011342,C3096,CRM,Tickets,2.0,2025-10-30,valid
T011343,C6549,Billing,Orders,3.0,2025-05-17,valid
T011344,C7036,Billing,Revenue,,2025-04-03,missing
T011345,C1182,CRM,Orders,10.0,2025-03-29,valid
T011346,C3156,CRM,Revenue,12929.12,2025-11-11,valid
T011347,C6616,App,Revenue,9891.16,2025-09-05,valid
T011348,C7432,App,Tickets,2.0,2025-11-07,valid
T011349,C7795,App,Revenue,10913.34,2025-12-04,valid
T011350,C2496,App,Orders,8.0,2025-03-25,valid
T011351,C3914,Billing,Orders,,2025-05-15,missing
T011352,C7548,CRM,Orders,9.0,2025-09-11,valid
T011353,C7483,Billing,Orders,3.0,2026-01-04,valid
T011354,C9081,App,Tickets,1.0,2026-01-30,valid
T011355,C8789,CRM,Tickets,1.0,2025-10-20,valid
T011356,C5577,Billing,Orders,6.0,2025-12-31,valid
T011357,C3087,App,Tickets,2.0,2025-03-24,valid
T011358,C1725,CRM,Tickets,3.0,2025-07-15,valid
T011359,C6450,Billing,Revenue,7337.59,2025-05-04,valid
T011360,C2077,Billing,Orders,7.0,2025-06-22,valid
T011361,C2565,App,Revenue,10276.15,2026-01-01,valid
T011362,C7937,CRM,Orders,7.0,2025-08-06,valid
T011363,C6657,App,Orders,7.0,2025-06-01,valid
T011364,C8329,App,Revenue,10538.87,2025-06-25,valid
T011365,C8066,CRM,Tickets,4.0,2025-11-24,valid
T011366,C8633,Billing,Orders,3.0,2025-09-19,valid
T011367,C2293,CRM,Orders,1.0,2025-06-17,valid
T011368,C2436,CRM,Orders,9.0,2025-07-17,valid
T011369,C9989,Billing,Revenue,15641.01,2025-08-19,duplicate
T011370,C2841,App,Tickets,5.0,2025-09-19,valid
T011371,C8830,Billing,Orders,8.0,2025-11-18,duplicate
T011372,C9140,App,Orders,6.0,2025-11-17,valid
T011373,C8443,CRM,Tickets,5.0,2025-12-21,valid
T011374,C8076,CRM,Revenue,18600.82,2025-03-15,valid
T011375,C2243,CRM,Orders,8.0,2026-02-04,valid
T011376,C9899,App,Revenue,13854.54,2025-09-17,valid
T011377,C1883,App,Tickets,3.0,2026-01-30,valid
T011378,C3851,App,Tickets,5.0,2025-09-28,valid
T011379,C7961,CRM,Orders,3.0,2025-02-25,valid
T011380,C7509,App,Orders,9.0,2025-06-06,valid
T011381,C2442,CRM,Tickets,2.0,2025-05-29,valid
T011382,C7197,CRM,Orders,5.0,2026-01-23,valid
T011383,C2365,App,Revenue,1816.02,2025-08-14,duplicate
T011384,C4506,CRM,Tickets,5.0,2025-09-08,valid
T011385,C9965,CRM,Revenue,10099.91,2025-07-26,valid
T011386,C3148,App,Orders,1.0,2025-12-16,valid
T011387,C3381,Billing,Orders,4.0,2026-01-25,valid
T011388,C5566,CRM,Tickets,1.0,2026-02-03,valid
T011389,C3535,CRM,Orders,2.0,2026-01-04,duplicate
T011390,C8471,Billing,Orders,5.0,2025-06-10,valid
T011391,C9102,CRM,Tickets,4.0,2025-02-07,valid
T011392,C2445,CRM,Revenue,10682.03,2025-05-31,valid
T011393,C8348,Billing,Orders,4.0,2025-03-29,valid
T011394,C9244,CRM,Orders,4.0,2025-04-25,valid
T011395,C5328,App,Orders,2.0,2025-08-22,valid
T011396,C9103,Billing,Tickets,5.0,2025-11-10,valid
T011397,C9323,Billing,Revenue,18192.97,2025-11-05,valid
T011398,C3575,Billing,Revenue,17550.21,2025-07-17,valid
T011399,C4482,Billing,Revenue,,2025-04-04,missing
T011400,C2280,Billing,Orders,2.0,2025-09-27,valid
T011401,C6307,CRM,Tickets,2.0,2025-08-25,valid
T011402,C6639,CRM,Tickets,4.0,2025-11-23,valid
T011403,C5183,App,Revenue,9303.43,2026-02-03,valid
T011404,C4674,App,Tickets,1.0,2025-06-29,valid
T011405,C1200,App,Revenue,7644.98,2025-11-25,valid
T011406,C3316,Billing,Revenue,12224.56,2025-02-07,valid
T011407,C6926,CRM,Revenue,2087.7,2025-09-16,valid
T011408,C5660,Billing,Revenue,6966.51,2025-08-22,duplicate
T011409,C9579,CRM,Tickets,3.0,2025-10-23,valid
T011410,C6771,CRM,Tickets,4.0,2025-03-03,valid
T011411,C3907,App,Tickets,3.0,2025-06-08,valid
T011412,C7135,CRM,Tickets,1.0,2025-11-02,valid
T011413,C7982,App,Orders,10.0,2026-01-20,valid
T011414,C3880,App,Orders,5.0,2025-02-15,valid
T011415,C1864,Billing,Revenue,12556.74,2025-07-29,valid
T011416,C5811,App,Tickets,4.0,2026-01-13,valid
T011417,C1721,Billing,Revenue,18031.62,2025-03-24,valid
T011418,C2471,App,Revenue,4166.64,2025-12-15,valid
T011419,C6697,Billing,Revenue,19426.26,2025-11-04,valid
T011420,C7028,Billing,Orders,1.0,2025-10-28,valid
T011421,C2799,App,Orders,4.0,2025-04-28,valid
T011422,C2881,App,Orders,6.0,2025-02-09,valid
T011423,C1110,Billing,Orders,2.0,2025-07-20,valid
T011424,C8340,Billing,Revenue,6122.64,2025-04-09,valid
T011425,C4082,CRM,Orders,3.0,2025-09-12,valid
T011426,C3709,Billing,Orders,4.0,2025-06-24,valid
T011427,C3436,Billing,Tickets,1.0,2026-01-10,valid
T011428,C3146,CRM,Tickets,3.0,2025-02-08,valid
T011429,C8309,App,Revenue,2006.87,2025-06-02,valid
T011430,C1643,CRM,Orders,4.0,2025-09-09,valid
T011431,C1558,CRM,Orders,6.0,2025-10-04,valid
T011432,C6140,Billing,Revenue,12880.12,2025-10-02,valid
T011433,C3220,CRM,Revenue,15511.42,2025-04-16,duplicate
T011434,C9403,App,Revenue,3906.58,2025-06-22,valid
T011435,C4615,CRM,Orders,5.0,2025-12-11,duplicate
T011436,C4842,Billing,Revenue,1992.8,2025-02-13,valid
T011437,C8159,Billing,Orders,5.0,2025-07-13,valid
T011438,C8639,CRM,Revenue,5884.35,2025-09-17,duplicate
T011439,C3775,Billing,Tickets,1.0,2025-10-30,valid
T011440,C8294,CRM,Revenue,17442.76,2025-02-21,valid
T011441,C2466,Billing,Orders,5.0,2025-02-20,valid
T011442,C7795,CRM,Revenue,3683.41,2025-05-04,valid
T011443,C4449,CRM,Orders,2.0,2025-06-08,valid
T011444,C7999,CRM,Revenue,16149.46,2025-05-03,valid
T011445,C4603,CRM,Orders,7.0,2025-12-13,valid
T011446,C4420,CRM,Orders,7.0,2025-10-20,valid
T011447,C1163,Billing,Revenue,2826.95,2025-10-16,duplicate
T011448,C5073,App,Revenue,2653.81,2025-08-29,valid
T011449,C3564,App,Revenue,2635.7,2025-04-21,valid
T011450,C8062,App,Revenue,3186.91,2025-10-21,valid
T011451,C6409,CRM,Revenue,18837.26,2025-07-10,valid
T011452,C6028,App,Tickets,4.0,2025-09-27,valid
T011453,C8484,CRM,Revenue,15455.78,2025-11-10,valid
T011454,C6198,App,Orders,3.0,2025-08-01,valid
T011455,C6434,Billing,Revenue,10757.23,2025-09-12,duplicate
T011456,C9551,App,Tickets,1.0,2025-06-14,valid
T011457,C9682,App,Orders,7.0,2025-10-17,valid
T011458,C4386,CRM,Revenue,7199.29,2025-02-26,valid
T011459,C7297,CRM,Orders,1.0,2025-12-27,valid
T011460,C9769,CRM,Revenue,4924.65,2026-01-29,valid
T011461,C5209,Billing,Orders,7.0,2025-06-01,valid
T011462,C5514,App,Revenue,19302.25,2025-11-01,valid
T011463,C6539,CRM,Tickets,3.0,2025-09-14,valid
T011464,C9496,CRM,Tickets,2.0,2025-11-17,valid
T011465,C5863,Billing,Orders,8.0,2025-02-22,valid
T011466,C2700,App,Revenue,2387.32,2025-08-21,duplicate
T011467,C8668,Billing,Orders,2.0,2025-07-15,valid
T011468,C7553,Billing,Orders,10.0,2025-06-25,valid
T011469,C9048,App,Orders,4.0,2025-10-08,valid
T011470,C3123,CRM,Revenue,5582.81,2025-03-07,valid
T011471,C7960,App,Tickets,2.0,2025-03-05,duplicate
T011472,C3386,CRM,Tickets,3.0,2025-08-05,valid
T011473,C7281,Billing,Orders,7.0,2025-07-13,valid
T011474,C3467,CRM,Tickets,4.0,2025-02-15,valid
T011475,C2009,CRM,Revenue,4497.63,2025-09-03,valid
T011476,C5777,CRM,Orders,2.0,2025-07-17,valid
T011477,C6586,CRM,Revenue,19263.95,2025-07-18,valid
T011478,C5959,Billing,Tickets,1.0,2025-09-04,valid
T011479,C8075,Billing,Orders,2.0,2025-10-09,valid
T011480,C9576,Billing,Tickets,3.0,2025-10-05,valid
T011481,C5431,Billing,Tickets,2.0,2025-10-16,valid
T011482,C2487,Billing,Orders,7.0,2025-04-24,valid
T011483,C1036,CRM,Orders,2.0,2026-02-01,valid
T011484,C7445,App,Tickets,2.0,2025-10-06,valid
T011485,C8062,Billing,Tickets,4.0,2025-05-22,valid
T011486,C2381,Billing,Tickets,1.0,2025-07-18,valid
T011487,C7823,Billing,Revenue,16027.97,2025-03-25,valid
T011488,C2770,Billing,Revenue,2162.68,2025-09-08,valid
T011489,C8113,CRM,Revenue,1159.72,2026-02-05,valid
T011490,C3530,CRM,Revenue,,2025-02-09,missing
T011491,C2617,App,Revenue,17380.47,2025-05-14,valid
T011492,C9651,Billing,Tickets,3.0,2025-08-31,valid
T011493,C5342,Billing,Orders,1.0,2025-04-27,valid
T011494,C8403,CRM,Revenue,9186.42,2025-07-18,valid
T011495,C3454,CRM,Orders,4.0,2025-04-01,valid
T011496,C6279,App,Tickets,2.0,2025-05-02,valid
T011497,C3149,App,Tickets,1.0,2025-09-22,valid
T011498,C5293,Billing,Orders,5.0,2026-01-29,valid
T011499,C1126,CRM,Orders,1.0,2025-12-20,valid
T011500,C7310,CRM,Orders,8.0,2025-06-17,valid
T011501,C1961,CRM,Revenue,,2025-12-20,missing
T011502,C3718,CRM,Tickets,4.0,2025-07-31,valid
T011503,C8975,Billing,Orders,10.0,2025-06-14,valid
T011504,C4786,Billing,Orders,5.0,2025-05-11,valid
T011505,C7529,CRM,Tickets,4.0,2025-08-17,valid
T011506,C4214,CRM,Tickets,1.0,2025-08-29,valid
T011507,C7399,Billing,Revenue,9045.86,2025-12-24,valid
T011508,C8206,Billing,Orders,4.0,2025-11-05,valid
T011509,C8253,CRM,Tickets,1.0,2025-08-03,valid
T011510,C1696,Billing,Tickets,2.0,2025-07-31,valid
T011511,C9344,Billing,Tickets,3.0,2025-12-01,valid
T011512,C8531,App,Tickets,5.0,2025-05-15,valid
T011513,C2516,CRM,Tickets,2.0,2025-04-06,valid
T011514,C1709,App,Orders,9.0,2026-01-07,valid
T011515,C5683,CRM,Revenue,14592.35,2025-02-25,valid
T011516,C3506,CRM,Tickets,1.0,2025-10-20,valid
T011517,C2875,CRM,Tickets,3.0,2025-12-22,valid
T011518,C4540,CRM,Orders,3.0,2025-03-04,duplicate
T011519,C3195,CRM,Tickets,1.0,2025-06-25,valid
T011520,C2447,Billing,Revenue,19813.72,2025-04-08,valid
T011521,C3507,Billing,Revenue,12825.06,2025-03-16,valid
T011522,C2460,Billing,Orders,10.0,2025-08-30,valid
T011523,C3381,Billing,Orders,6.0,2025-05-30,valid
T011524,C5118,Billing,Tickets,1.0,2025-03-22,valid
T011525,C8064,CRM,Revenue,10956.89,2025-02-22,valid
T011526,C8958,CRM,Orders,2.0,2025-09-03,valid
T011527,C7007,CRM,Tickets,4.0,2025-07-31,valid
T011528,C6008,App,Orders,1.0,2025-10-10,valid
T011529,C7779,CRM,Revenue,15795.45,2025-07-20,valid
T011530,C2974,CRM,Tickets,5.0,2025-02-24,valid
T011531,C4181,Billing,Revenue,12236.11,2025-07-28,valid
T011532,C7707,App,Tickets,5.0,2026-01-05,valid
T011533,C4827,Billing,Tickets,,2026-01-05,missing
T011534,C8416,App,Revenue,1481.3,2025-03-01,valid
T011535,C6234,CRM,Orders,3.0,2025-11-07,valid
T011536,C8519,CRM,Tickets,3.0,2025-03-24,valid
T011537,C7174,Billing,Tickets,5.0,2025-05-30,valid
T011538,C2930,App,Tickets,5.0,2026-01-09,valid
T011539,C2973,CRM,Tickets,,2025-03-06,missing
T011540,C1096,Billing,Tickets,5.0,2025-05-19,valid
T011541,C8445,App,Tickets,2.0,2026-01-23,valid
T011542,C7371,Billing,Tickets,1.0,2025-03-29,valid
T011543,C5494,Billing,Revenue,12844.77,2025-04-14,valid
T011544,C3970,Billing,Tickets,2.0,2025-05-19,valid
T011545,C5197,Billing,Tickets,3.0,2025-08-05,valid
T011546,C8617,App,Tickets,3.0,2025-02-11,valid
T011547,C7667,CRM,Orders,1.0,2025-05-14,valid
T011548,C6423,App,Orders,6.0,2025-10-22,valid
T011549,C8301,Billing,Orders,6.0,2025-02-20,valid
T011550,C8696,Billing,Revenue,2785.5,2025-05-26,valid
T011551,C8976,CRM,Revenue,13391.96,2025-08-29,valid
T011552,C5725,Billing,Revenue,12309.62,2025-10-05,valid
T011553,C2103,Billing,Revenue,2373.79,2025-04-13,valid
T011554,C7774,Billing,Orders,6.0,2025-10-17,valid
T011555,C4721,CRM,Orders,3.0,2025-09-06,valid
T011556,C6976,App,Tickets,1.0,2025-06-04,valid
T011557,C7497,CRM,Tickets,5.0,2025-06-19,valid
T011558,C6870,App,Tickets,5.0,2025-05-16,valid
T011559,C6001,Billing,Revenue,11131.69,2025-09-13,valid
T011560,C2169,Billing,Orders,10.0,2025-08-20,valid
T011561,C2908,App,Revenue,17129.79,2026-01-16,valid
T011562,C8051,Billing,Revenue,15407.41,2025-07-28,valid
T011563,C3637,CRM,Revenue,12316.76,2025-05-12,valid
T011564,C4375,App,Revenue,18914.95,2025-03-13,valid
T011565,C5454,CRM,Orders,9.0,2025-07-03,valid
T011566,C8411,Billing,Revenue,10178.13,2025-05-03,valid
T011567,C9784,Billing,Orders,2.0,2025-04-06,valid
T011568,C1415,App,Orders,1.0,2025-09-29,valid
T011569,C6772,CRM,Orders,8.0,2025-08-26,valid
T011570,C1500,App,Revenue,2735.37,2025-02-23,valid
T011571,C1186,App,Orders,8.0,2026-01-04,valid
T011572,C2372,Billing,Revenue,18727.45,2025-04-06,valid
T011573,C8775,App,Revenue,16476.21,2026-02-02,valid
T011574,C2603,CRM,Orders,10.0,2025-08-22,valid
T011575,C5653,Billing,Orders,3.0,2025-04-09,valid
T011576,C7803,Billing,Orders,10.0,2025-02-18,valid
T011577,C7385,App,Orders,5.0,2025-09-18,valid
T011578,C7691,CRM,Orders,9.0,2025-05-06,valid
T011579,C9802,CRM,Revenue,,2025-10-28,missing
T011580,C9041,Billing,Orders,7.0,2025-04-05,valid
T011581,C1659,CRM,Orders,10.0,2025-05-02,valid
T011582,C7438,Billing,Tickets,3.0,2025-12-11,valid
T011583,C1054,CRM,Revenue,14510.87,2025-04-12,valid
T011584,C5382,App,Tickets,2.0,2025-05-26,valid
T011585,C4299,App,Orders,4.0,2025-03-10,valid
T011586,C3361,CRM,Tickets,3.0,2025-08-09,valid
T011587,C5869,App,Tickets,1.0,2025-08-30,valid
T011588,C6882,App,Orders,8.0,2026-01-16,valid
T011589,C5458,Billing,Orders,4.0,2025-02-15,valid
T011590,C4181,App,Revenue,5060.17,2025-11-10,valid
T011591,C2703,App,Revenue,19444.97,2026-01-14,valid
T011592,C8241,App,Tickets,4.0,2025-04-26,valid
T011593,C7212,App,Orders,3.0,2025-03-02,duplicate
T011594,C4106,CRM,Tickets,3.0,2025-08-03,valid
T011595,C9214,Billing,Revenue,4720.6,2025-10-19,valid
T011596,C1101,App,Revenue,12008.54,2025-04-24,valid
T011597,C3254,App,Tickets,3.0,2025-07-30,valid
T011598,C7273,CRM,Orders,3.0,2025-02-06,valid
T011599,C2135,CRM,Tickets,3.0,2025-10-25,valid
T011600,C7167,App,Revenue,15863.64,2025-12-28,valid
T011601,C2603,App,Orders,10.0,2025-12-15,valid
T011602,C2719,Billing,Revenue,11751.57,2025-11-12,valid
T011603,C6131,CRM,Orders,9.0,2025-12-08,valid
T011604,C7661,CRM,Revenue,1437.8,2025-09-11,valid
T011605,C6318,CRM,Orders,10.0,2026-02-06,duplicate
T011606,C2378,Billing,Orders,5.0,2025-12-31,valid
T011607,C3252,CRM,Tickets,4.0,2026-01-27,duplicate
T011608,C4754,App,Tickets,5.0,2025-11-10,valid
T011609,C5914,CRM,Revenue,15456.89,2025-09-21,valid
T011610,C7702,Billing,Revenue,14253.58,2025-08-28,valid
T011611,C1417,CRM,Tickets,,2025-12-09,missing
T011612,C5540,Billing,Tickets,1.0,2025-04-08,valid
T011613,C5299,Billing,Orders,10.0,2025-07-22,valid
T011614,C8420,App,Revenue,1325.3,2025-12-17,duplicate
T011615,C3374,Billing,Orders,4.0,2025-03-25,valid
T011616,C3408,Billing,Tickets,1.0,2025-08-09,valid
T011617,C1484,CRM,Tickets,3.0,2025-08-11,valid
T011618,C5898,App,Orders,7.0,2025-07-29,valid
T011619,C8469,CRM,Revenue,1167.81,2025-12-05,valid
T011620,C1420,App,Tickets,2.0,2025-02-06,valid
T011621,C3917,Billing,Tickets,1.0,2025-09-25,valid
T011622,C2383,Billing,Orders,6.0,2025-08-08,valid
T011623,C4721,App,Tickets,5.0,2025-09-17,valid
T011624,C9180,CRM,Orders,3.0,2025-06-10,valid
T011625,C1553,Billing,Tickets,3.0,2025-07-19,valid
T011626,C3368,App,Revenue,5343.56,2025-10-13,valid
T011627,C1205,Billing,Orders,2.0,2025-10-10,valid
T011628,C1423,Billing,Orders,7.0,2025-12-22,valid
T011629,C7124,Billing,Orders,6.0,2025-09-26,valid
T011630,C3349,App,Tickets,1.0,2025-03-20,valid
T011631,C1669,App,Orders,4.0,2025-05-05,valid
T011632,C4101,App,Tickets,3.0,2025-10-13,valid
T011633,C5674,Billing,Orders,3.0,2025-11-29,valid
T011634,C3388,CRM,Tickets,3.0,2025-10-08,valid
T011635,C6648,Billing,Tickets,4.0,2025-05-22,valid
T011636,C3971,Billing,Tickets,4.0,2025-03-21,valid
T011637,C6889,App,Tickets,1.0,2025-07-05,valid
T011638,C5661,App,Revenue,12290.5,2025-12-20,valid
T011639,C8784,App,Orders,2.0,2026-01-25,valid
T011640,C7954,CRM,Revenue,3637.47,2025-05-11,valid
T011641,C5961,Billing,Revenue,10335.98,2025-05-04,duplicate
T011642,C9891,Billing,Orders,,2025-04-13,missing
T011643,C7965,Billing,Tickets,1.0,2025-05-15,valid
T011644,C6612,App,Tickets,1.0,2025-08-10,valid
T011645,C2320,Billing,Tickets,4.0,2025-05-12,valid
T011646,C7610,CRM,Revenue,18301.85,2025-08-27,valid
T011647,C5332,CRM,Revenue,7796.69,2025-05-10,valid
T011648,C3989,App,Revenue,3866.23,2025-06-20,duplicate
T011649,C6239,CRM,Revenue,14480.66,2025-12-14,valid
T011650,C2954,CRM,Orders,10.0,2025-10-06,valid
T011651,C1662,CRM,Tickets,5.0,2025-07-28,valid
T011652,C5409,CRM,Revenue,2160.16,2026-02-05,valid
T011653,C9851,Billing,Orders,6.0,2025-04-15,valid
T011654,C5822,App,Tickets,4.0,2025-07-02,valid
T011655,C5323,Billing,Revenue,15339.81,2025-08-07,valid
T011656,C9673,CRM,Revenue,10628.89,2025-05-29,valid
T011657,C1063,CRM,Tickets,1.0,2025-03-09,valid
T011658,C6395,CRM,Orders,3.0,2025-10-23,valid
T011659,C1656,App,Revenue,11111.82,2025-05-30,valid
T011660,C7257,Billing,Revenue,1290.33,2025-10-07,valid
T011661,C6460,App,Orders,1.0,2025-08-02,valid
T011662,C1272,Billing,Revenue,16733.07,2025-06-01,valid
T011663,C8300,App,Tickets,1.0,2025-04-15,valid
T011664,C4091,Billing,Orders,3.0,2025-10-28,valid
T011665,C7581,App,Tickets,5.0,2025-08-03,valid
T011666,C9162,App,Revenue,19016.85,2026-01-17,valid
T011667,C4208,App,Tickets,1.0,2025-05-25,valid
T011668,C3632,Billing,Orders,6.0,2025-06-18,valid
T011669,C8386,Billing,Tickets,2.0,2025-11-30,valid
